,Título do Artigo,Autor,Palavras-chave,Resumo,PDF Links,Link para o Sumário Executivo,Link
68,DP 0182 - Time Series Econometrics in a Post-acquisition Antitrust Analysis: the Brazilian Iron ore Market,Eduardo P. S. Fiuza E Fabiana F. M. Tito,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","In Brazil, mergers and acquisitions are usually analyzed by the Antitrust Authorities ex post, following a SCP framework close to the Merger Guidelines applied in the USA. However, this framework was unable to address a set of acquisitions of four mining companies by the newly privatized national champion CVRD. The present article reports an econometric exercise undertaken by the Brazilian Ministry of Justice, which came to reinforce the definition of the relevant geographic market and to test for structural breaks in the price series. Though international prices Grangercaused domestic prices in Brazil, they explain less than a third of the variance. A price surge on the acquired miners’ series was observed above the export price increase not long after the acquisitions, such that a structural break could not be rejected.


No Brasil, fusões e aquisições normalmente são analisadas ex-post pelo Sistema Brasileiro de Defesa da Concorrência, seguindo um arcabouço de Estrutura-Conduta-Desempenho próximo ao aplicado nos Estados Unidos. Entretanto, esse arcabouço não era suficiente para tratar da série de quatro aquisições de mineradoras pela recémprivatizada Companhia Vale do Rio Doce (CVRD), considerada uma “campeã nacional”. Este artigo relata um exercício econométrico desenvolvido na Secretaria de Direito Econômico (SDE) do Ministério da Justiça que veio reforçar a definição de mercado relevante geográfico e testar quebras estruturais nas séries de preços. Apesar de que os preços internacionais causaram (no sentido de Granger) preços domésticos no Brasil, eles explicam menos de 1/3 da variância. Foi observado um repique nas séries de preços das mineradoras adquiridas acima da variação do preço de exportação, pouco depois das aquisições, quando então não foi rejeitada uma quebra estrutural.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_182.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24616
69,DP 0178 - Identification of Affine Term Structure Models with Observed Factors: Economic Shocks on Brazilian Yield Curves,Marco S. Matsumura e Ajax R. B. Moreira,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","We propose different exactly identified specifications of affine models with observed macri factors. The models are compared estimating Brazilian domestic and sovereign yield curves.


Propomos diferentes especificações exatamente identificadas de modelos afins com fatores macroeconômicos observados. Foram comparadas estimando os modelos para as curvas de juros domésticas e soberanas brasileiras.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_178.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24626
70,DP 0171 - Macro Factors and the Brazilian Yield Curve with no  Arbitrage Models,Marcos S. Matsumura e Ajax R. B. Moreira,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","We use no arbitrage models with macro variables to study the interaction between the macroeconomy and the yield curve. This interaction is a key element for monetary policy and for forecasting. The model was used to analyze the Brazilian domestic financial market using a daily dataset and two versions of the model, one in continuous-time and estimated by maximum likelihood, and the other in discretetime and estimated by Monte Carlo Markov Chain (MCMC). Our objective is threefold: 1) To analyze the determinants of the Brazilian domestic term structure considering nominal shocks; 2) To compare the results of the discrete and the continuous time versions considering adherence, forecasting performance and monetary policy analysis; and 3) To evaluate the effect of restrictions on the transition and pricing equations over the model properties. Our main results are: 1) results from continuous and discrete versions are qualitatively and in most cases quantitatively equivalent; 2) Monetary Authorities are conservative in Brazil, smoothing short rate fluctuations; 3) inflation shock, or slope shock, depending on the model selected, are the main sources of long run fluctuations of nominal variables; and finally, 4) no arbitrage models showed lower forecasting performance than an unrestricted factor model.


Este texto utiliza um modelo de não arbitragem para estudar a interação entre variáveis macro e a estrutura a termo das taxas de juros (ETTJ), interação que é um elemento crítico para política monetária e para a previsão. O modelo foi utilizado para analisar a ETTJ de títulos emitidos no mercado doméstico do Brasil e a sua relação com a taxa de câmbio e uma medida de inflação esperada, utilizando dados diários no período 2000-2005. Os modelos foram estimados em duas versões. Uma contínua estimada por máxima verossimilhança e outra discreta estimada por Monte Carlo Markov Chain (MCMC). Concluímos que: 1) os resultados das duas versões foram qualitativamente, e, em muitos casos, quantitativamente iguais, o que sugere a robustez dos resultados; 2) avaliamos a importância relativa das fontes de determinação das ETTJ, em particular dos choques cambiais, de inflação, e de movimentos autônomos da taxa de juros.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_171.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24635
71,"DP 0169 - Labor, Land and Agricultural Credit Policies and Their Adverse Impacts on Poverty in Brazil",Gervásio Castro de Rezende,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper discusses the question of the concentrated pattern of agricultural development in Brazil, as expressed in the predominance of large-scale production, high level of mechanization and low absorption of non-qualified labor. It is proposed, initially, the existence of two conflicting explanations for this fact: the first, that blames our historical heritage, characterized by the predominance of the latifúndio, with the implication that the solution requires a radical agrarian reform; and the second, that sees in this concentrated pattern of agricultural growth in Brazil a technological determinism, with the implication that lesser concentration in agriculture would imply a loss in economic efficiency. Diverging radically from these two lines of arguments, this paper attributes to the agricultural labor and to the land policies that were instituted in the 1960s, and to the agricultural credit policy, instituted by the same time, the major responsibility for this problem. As argued in the paper, these policies turned unviable in Brazil not only the agricultural temporary labor market, but also family farm, at the same time that stimulated agricultural mechanization and the predominance of large-scale production. The paper ends up proposing, in a manner consistent with the analysis presented, that the only way to initiate the deconcentration of our agricultural growth would be through a radical de-regulation both of agricultural labor and land markets, instituting in Brazil, at last, free contracting, the most basic capitalistic institution.


Este trabalho procura discutir a questão do padrão concentrador do desenvolvimento agrícola brasileiro recente, expresso no predomínio da produção em grande escala, no elevado índice de mecanização e na baixa absorção de mão-de-obra não-qualificada. Propõe-se, inicialmente, a existência de duas posições antagônicas que procuram explicar esse fato: uma, que culpa a herança latifundiária de nossa agricultura, com a implicação de que a solução requereria uma reforma agrária radical; e a outra, que vê nisso um determinismo tecnológico, não havendo, assim, possibilidade de atuar sobre esse problema sem incorrer em uma perda em termos de eficiência econômica. Discordando radicalmente dessas duas posições, este trabalho atribui às políticas trabalhista agrícola, fundiária e de crédito agrícola, instituídas na década de 1960, a responsabilidade maior por esse problema. Conforme a análise apresentada, essas políticas inviabilizaram o mercado de trabalho agrícola temporário e a agricultura familiar, ao mesmo tempo em que fomentaram a mecanização agrícola e o predomínio da produção em grande escala. O trabalho termina propondo, de modo consistente com a análise apresentada, que a única maneira de iniciar a desconcentração de nosso crescimento agrícola é através de uma desregulamentação radical dos mercados de trabalho e de aluguel de terra, instituindo, no Brasil, enfim, a livre contratação, a característica maior do capitalismo.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_169.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24637
72,DP 0170 - Cash Benefits to Disabled Persons in Brazil: an Analysis of BPC – Continuous Cash Benefit Programme,"Marcelo Medeiros, Debora Diniz e Flávia Squinca","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","The paper presents an analysis of the Continuous Cash Benefit Programme (BPC, which stands for Benefício de Prestação Continuada in Portuguese), an unconditional cash transfer to the elderly or to extremely poor individuals with disabilities. The information used in the assessment stems from the study of court decisions and laws related to the programme since its implementation, an analysis based on questionnaires applied to medical experts, interviews with the programme managers, as well as a review of pre-existing studies regarding BPC. In order to contribute to the management of the programme, as well as to improvements or even implementation of similar programmes in other countries, the study gives some recommendations about the design, operation and future evaluations of the programme.

Keywords: BPC, Disability, Cash Transfers, Cash Benefits, Social Assistance",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_170.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24636
73,DP 0172 - Spatial Stochastic Frontier Models: Accounting for  Unobserved Local Determinants of Inefficiency,"Alexandra M. Schmidt, Ajax R. B. Moreira, Thais C. O. Fonseca e Steven M. Helfand","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","In this paper, we analyze the productivity of farms across n = 370 municipalities located in the Center-West region of Brazil. We propose a stochastic frontier model with a latent spatial structure to account for possible unknown geographical variation of the outputs. This spatial component is included in the one-sided disturbance term. We explore two different distributions for this term, the exponential and the truncated normal. We use the Bayesian paradigm to fit the proposed models. We also compare between an independent normal prior and a conditional autoregressive prior for these spatial effects. The inference procedure takes explicit account of the uncertainty when considering these spatial effects. As the resultant posterior distribution does not have a closed form, we make use of stochastic simulation techniques to obtain samples from it. Two different model comparison criteria provide support for the importance of including these latent spatial effects, even after considering covariates at the municipal level.


Neste texto, analisamos a produtividade de estabelecimentos agrícolas localizados em 370 municípios da região Centro-Oeste do Brasil. Propomos um modelo de fronteira estocástica de produção com estrutura espacial latente que representa os determinantes não-observados da ineficiência da produtividade da agropecuária. Esse componente espacial condiciona a distribuição da ineficiência. Usamos o paradigma bayesiano para estimar os modelos propostos. Foram exploradas duas distribuições diferentes para este termo, a normal truncada e a exponencial, e utilizamos duas especificações para a variável latente, suposta independente entre os municípios, ou dependente dos municípios vizinhos segundo um modelo auto-regressivo espacial. O procedimento de inferência considera explicitamente todas as incertezas quando incluímos o termo espacial. Como a distribuição a posteriori não tem uma expressão analítica, utilizamos técnicas estocásticas da simulação para obter amostras dessa distribuição. Foram adotados dois critérios que avaliam o desempenho do modelo, e os dois indicaram que o componente espacial latente incorpora informação adicional a um modelo que já contém informação local observada.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_172.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24632
74,"DP 0168 - Public Capital and Private Investment, a Real Option Approach",Bruno de Oliveira Cruz e Aude Pommeret,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","In this paper, we extend the usual models of irreversible investment under uncertainty by introducing the stock of public capital as an input for the  private sector. Public investment takes place in a stochastic environment. Public capital then increases the productivity of private capital which is assumed to be fully irreversible. In our model, the government has an intertemporal budget constraint, i.e. taxes are collected each period to fund the public debt. We provide a partial equilibrium analysis, as it is standard in models of irreversible investment under uncertainty. Even under uncertainty, the optimal tax rate is then constant and does not depend on the size of uncertainty, it is exactly the same as the one that would prevail in a deterministic world. We show that the government has an insurance role since it removes part of the uncertainty faced by the firm.


Como o investimento público afeta a economia? A literatura econômica tem enfatizado o impacto na produtividade e no crescimento econômico. Neste artigo, adota-se uma abordagem diferente, considera-se que o investimento público pode reduzir o risco enfrentado pelo setor, estimulando novos investimentos privados. Estende-se o modelo de Pindyck (1988), onde o capital público entra na função de produção como mais um insumo. O governo tem um orçamento intertemporal equilibrado, de modo que o capital público fornecido no primeiro período é lastreado na receita futura de impostos. Mostra-se que a alíquota ótima é constante e independe da incerteza.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_168.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24638
75,DP 0179 - Sheepskin Effects and the Relationship Between Earnings and Education: Analyzing the Evolution Over Time in Brazil,Anna Crespo e Maurício Cortez Reis,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper seeks to analyze trends in sheepskin effects and earnings-education relationship on the Brazilian labor market from 1982 to 2004. Using data from the Brazilian National Household Sample Survey (Pnad) are estimated earnings equations including linear years of schooling, and splines and discontinuous functions for completed degrees, as well as semi-parametric regressions. Empirical evidence reports a reduction in the sheepskin effects from 1982 to 2004, indicating that a diploma or degree completion in Brazil has been loosing its value over time. At the same time, the relationship between log earnings and education has become more convex. Similar trends are verified when the analysis is carried out separately by region.


Este artigo procura analisar tendências no efeito-diploma e na relação entre rendimentos e educação no mercado de trabalho brasileiro de 1982 até 2004. Usando dados da Pesquisa Nacional por Amostra de Domicílios (Pnad) são estimadas equações de rendimentos incluindo funções com saltos e mudanças de inclinação nos anos de educação correspondentes à obtenção de diploma ou à conclusão de um determinado grau, assim como regressões semiparamétricas. Os resultados mostram uma redução no efeito-diploma entre 1982 e 2004, indicando que a conclusão de um ciclo educacional no Brasil vem perdendo valor ao longo do tempo. Também, a relação entre o logaritmo dos rendimentos e o nível de escolaridade tem se tornado mais convexa.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_179.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24619
76,DP 0181 - Monetary Policy Regimes in Brazil,"Elcyon C. R. Lima, Alexis Maka e Mário Mendonça","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This article estimates the monetary policy rule followed by the Brazilian Central Bank for setting its main policy instrument, the SELIC rate, for the period after the Real Plan. In order to overcome the uncertainty over the dates at which changes in parameters occurred, this paper uses regime-dependent-switching probabilities according to a hidden Markov chain to model possible deviations from a simple linear reaction function. From July 1996 to January 2006 the Brazilian monetary policy can be fully characterized by four policy regimes. The changes in monetary policy in this period are best described by recurring regime changes, instead of once-and-for-all shifts. We have identified substantial differences in the way monetary policy was conducted in the subperiods before and after 1999, when the Brazilian exchange rate policy regime changed from crawling peg to free-floating. At each of these subperiods there are two recurring regimes and the two regimes of one subperiod differ from the two regimes of the other.


Neste artigo estimamos a regra da política monetária adotada no período pós-Plano Real pelo Banco Central do Brasil (Bacen) ao fixar o seu principal instrumento de política, a taxa Sistema Especial de Liquidação e Custódia (Selic). Para lidar com a incerteza referente às datas nas quais ocorreram mudanças nos parâmetros, adotamos as hipóteses segundo as quais essas mudanças são regimedependentes e as probabilidades de ocorrência dos regimes seguem uma cadeia de Markov. O modelo assim especificado possui uma estrutura flexível e permite detectar possíveis desvios em relação a uma função de reação linear simples. Concluímos que, de julho de 1996 a janeiro de 2006, a política monetária brasileira pode ser caracterizada por quatro regimes. As mudanças de regime ocoridas nesse período são mais adequadamente descritas por mudanças de regime recorrentes do que por mudanças permanentes. No entanto, identificamos diferenças substanciais na forma como a política monetária foi conduzida nos períodos anterior e posterior a 1999, quando o câmbio passou de administrado para flutuante. Em cada um desses períodos existem dois regimes de política recorrentes, sendo que os dois regimes do período anterior a 1999 diferem dos dois regimes do período posterior.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_181.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24617
77,DP 0180 - Comparative Advantage or Economic Policy? Stylized Facts and Reflections on Brazil’s insertion in the world economy – 1994-2005,Armando Castelar Pinheiro e Regis Bonelli,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper analyzes export performance in Brazil, discussing the roles played by export diversification, productivity enhancements, policy, and natural resource endowments. First, we provide a brief account of Brazil’s recent export performance and analyze changes in the competitiveness of Brazilian exports in a long-term perspective. This is done by evaluating actual sector export patterns vis-à-vis the rest of the world in an attempt to grasp a broad picture of comparative export behavior. We proceed to evaluate changes in exports competitiveness as described by shifts in the country’s revealed export behavior compared to the rest of the world, for which we rely on a traditional Constant-Market-Share (CMS) decomposition and on an extension of Hummels and Klenow’s approach. Next, we analyze agricultural exports, a discussion followed by an evaluation of the role of trade policy, and in particular export promotion instruments and institutions. Among the conclusions we highlight
that there are several commonalities between the present and previous export booms, in the sense that: a) it reinforced the country’s diversified trade relations, with additional exports concentrated in non-traditional markets such as China, Russia, Africa, and South and Central American, non-Mercosur member countries; b) it did not change the relative share of manufactures in Brazil’s export basket, despite the excellent performance of agro-based exports since the early 1990s; and c) both agricultural and manufacture exports have experienced an increasing product diversification. Yet, innovations, defined as new goods entering the export basket, were relatively unimportant, except for some specific markets.


O trabalho em epígrafe analisa a performance exportadora brasileira, com foco em uma discussão dos papéis desempenhados pela diversificação das exportações, pelos ganhos de produtividade, pela política econômica e pela dotação de recursos naturais. Isso é feito em várias etapas, começando por uma avaliação comparada dos padrões de crescimento das exportações. Em seguida, analisamos as mudanças na competitividade das exportações conforme reveladas pelo desempenho exportador em relação ao resto do mundo, de acordo com duas abordagens: a primeira é uma análise do tipo Constant- Market-Share (CMS); a segunda, uma extensão da metodologia desenvolvida por Hummels e Klenow. O trabalho se encerra com uma análise das exportações agrícolas na qual discutimos os papéis da política econômica, especialmente dos instrumentos de promoção e das instituições voltadas para o comércio exterior. Entre as conclusões, destacamos a existência de fatores comuns ao atual boom exportador e a expansões anteriores, no sentido de que: a) durante o boom atual o Brasil tem reforçado sua postura de global trader, mas com as exportações adicionais concentrando-se em mercados não tradicionais como China, Rússia, África e países da América do Sul fora do Mercosul e da América Central; b) a participação relativa das manufaturas na cesta exportadora não variou muito, apesar do excelente desempenho das exportações do agribusiness desde o começo dos anos 1990; e c) tanto as exportações industriais quanto as agrícolas experimentaram uma crescente diversificação. No entanto, as inovações, definidas como a introdução de novos produtos na pauta, foram relativamente pouco importantes, exceto em mercados específicos.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_180.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24618
78,DP 0048 - Human Resources in the Adjustment Process,"Edward Amadeo, Ricardo Paes de Barros, José Márcio Camargo, Rosane Silva Pinto de Mendonça, Valéria Pero and André Urani","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa",Ipea - Instituto de Pesquisa Econômica Aplicada,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_48.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24938
79,"DP 0177 - New Export Activities in Brazil: Comparative Advantage, Policy or Self-discovery?",Regis Bonelli e Armando Castelar Pinheiro,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","The study aims at analyzing the emergence of export discoveries in Brazil following a framework proposed by Hausmann and Rodrik (2003, p. 603-633). Three activities were selected to illustrate the approach applied to Brazil: aircrafts, cell phones and swine meat. These activities not only recorded double-digit growth rates in the value of exports, but also accounted for a substantial share of the rise in Brazilian exports over the last ten years: in 1996 they answered for 1.0% of Brazil’s exports, a proportion that climbed to 7.8% in 2000, before receding to 5.7% in 2005. The three cases we examined in detail tend to confirm the importance of efficiency gains and sunk costs in discovery processes, as well as the good performance of the world economy, as driving forces behind the continued expansion of exports despite the recent appreciation of the real. They also point to the conclusion that both economic policy and comparative advantage played important roles in the emergence of new export activities in Brazil. More specifically, we found that the role of government was very important in aircraft, moderate in mobiles, and nearly nil in swine meat production and exports. Overall, our case studies reinforce the view that market failures are common in activities that go through export discoveries. In the three cases, economies of scale were a crucial determinant of competitiveness and a wellknown brand was an important instrument to overcome information asymmetry and facilitate entry into export markets (less so with swine meat). The three activities also shared the fact that exporters were increasingly concentrated on design, marketing, R&D, and assembling, turning coordination with suppliers a very important element in their strategies. Vertical diffusion was another noteworthy feature of the cases examined.


O estudo tem como objetivo analisar um número selecionado de descobertas de exportação no Brasil a partir de uma abordagem devida a Hausmann e Rodrik (2003, p. 603-633). Para tanto, selecionamos três atividades de exportação: aviões, telefones celulares e carne suína. Essas atividades não apenas registraram taxas elevadíssimas de crescimento do valor exportado na última década, mas também responderam por uma parte substancial do aumento das exportações brasileiras: em 1996 elas representavam 1,0% das exportações do país, proporção que chegou a 7,8% em 2000, antes de recuar para ainda assim respeitáveis 5,7% em 2005. Os três casos analisados tendem a confirmar a importância dos ganhos de eficiência e dos custos afundados nos processos de descoberta, secundados pelos efeitos da reforma do Estado (privatização no caso dos aviões e da telefonia celular) e do bom desempenho da economia internacional nos anos mais recentes, como forças motrizes subjacentes à expansão das exportações, apesar da valorização do real desde 2004. Esses três casos também apontam para a conclusão de que tanto a política econômica e a reforma do Estado como as vantagens comparativas desempenharam papéis de relevo na emergência dessas novas atividades de exportação. Mais especificamente, concluímos que o papel das políticas públicas foi muito importante para a expansão das exportações de aviões e de celulares, mas não para as de carne suína. Os estudos de caso reforçam a idéia de que as falhas de mercado são freqüentes nas atividades que são descobertas de exportação. Nos casos em foco as economias de escala revelaram-se um determinante crucial da competitividade. Em todos eles a construção da marca foi importante para superar assimetrias de informação e facilitar a entrada em mercados de exportação — embora no caso de carne suína esse fator tenha tido menos importância do que nos demais. As três atividades também compartilharam o fato de que os exportadores concentraram-se crescentemente nas questões de design apropriado, promoção de vendas, pesquisa e desenvolvimento, e montagem, fazendo da coordenação com os fornecedores um importantíssimo elemento nas suas estratégias de produção e vendas. Finalmente, a difusão vertical constituiu outro aspecto saliente nos três casos examinados.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_177.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24627
80,DP 0193 - Evaluating Multiple Spatial Dimensions of Economic Growth in Brazil Using Spatial Panel Data Models (1970-2000),"Guilherme Mendes Resende, Alexandre Xavier Ywata de Carvalho e Patrícia Alessandra Morita Sakowski",Keywords: spatial externalities; economic growth; spatial scales; spatial panel; Brazil.Palavras-chave: externalidades espaciais; crescimento econômico; escalas espaciais; painel espacial; Brasil.,"The goal of this paper is to evaluate the results of regional economic growth estimates at multiple spatial scales using spatial panel data models. The spatial scales examined are minimum comparable areas, micro-regions, meso-regions and states over the period between 1970 and 2000. Alternative spatial panel data models with fixed effects were systematically estimated across those spatial scales to demonstrate that the estimated coefficients change with the scale level. The results show that the conclusions obtained from growth regressions are dependent on the choice of spatial scale. First, club convergence hypothesis cannot be rejected suggesting there are differences in the convergence processes between the north and south in Brazil. Moreover, the positive average-years-of-schooling coefficient gets larger as more aggregate spatial scales are used. Transportation costs effect is positive and statistically significant to economic growth only at the state level. Population density coefficients show that higher populated areas are harmful to economic growth demonstrating somehow that congestion effects are operating at the MCA, micro-regional and meso-regional spatial scales, but their magnitudes vary across the geographic scales.

O objetivo deste estudo consiste em avaliar os resultados de estimações de crescimento econômico regional em múltiplas escalas espaciais utilizando modelos de painel espacial. As escalas espaciais examinadas são áreas mínimas comparáveis, microrregiões, mesorregiões e estados no período entre 1970 e 2000. Modelos alternativos de painel espacial com efeitos fixos foram estimados sistematicamente nessas escalas espaciais para demonstrar que os coeficientes estimados variam de acordo com a escala utilizada. Os resultados mostram que as conclusões obtidas a partir de regressões de cre scimento dependem da escolha da escala espacial. Primeiramente, a hipótese de convergência de clube não pode ser rejeitada, sugerindo haver diferenças nos processos de convergência entre o norte e sul do Brasil. Além disso, o coeficiente positivo da média de anos de escolaridade aumenta quanto mais agregada a escala espacial utilizada. O efeito de custos de transporte é positivo e estatisticamente significante para o crescimento econômico apenas no nível
do estado. Os coeficientes da densidade populacional mostram que áreas mais densamente povoadas são prejudiciais para o crescimento econômico, sugerindo efeitos de congestionamento no nível de AMC, microrregiões e mesorregiões, mas a magnitude desses coeficientes varia de acordo com a escala geográfica. Finalmente os coeficientes de transbordamento espacial também variam conforme a escala espacial sob análise.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_193.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24428
81,DP 0188 - The Use Of Space Syntax In Urban Transport Analysis: Limits And Potentials,"Rafael Henrique Moraes Pereira, Frederico Rosa Borges de Holanda, Valério Augusto Soares de Medeiros e Ana Paula Borba Gonçalves Barros","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper explores the potentials of applying Space Syntax methodology to analyze the effects of urban configuration on cities’ transport performance. The empirical analysis takes as a case study the Federal District (Brazil) and its 19 administrative regions considering its urban road system. Based on Simple Linear Regressions, the paper analyzes the effects that urban configuration with different integration degrees have on the average time spent in car trips. Integration measures are calculated using traditional configurational variables as well as topo-geometric variables. The results indicate that traditional topological measures are of little use in studies on the effects of road configuration on urban transportation performance. In addition, topo-geometric measures have shown much better results. Finally, preliminary findings suggest that more integrated and compact road systems (in topological and geometrical terms) tend to provide an urban configuration more efficient for the performance of urban motorized transportation.


O presente estudo explora o potencial de aplicação da sintaxe espacial (SE) para se analisar os efeitos da configuração urbana sobre o desempenho do transporte nas cidades. Tomou-se como estudo de caso a configuração urbana dos sistemas viários do Distrito Federal (Brasil) e de suas 19 regiões administrativas (RAs), além da informação sobre o tempo médio despendido nos deslocamentos realizados em automóveis nesses sistemas. Com análises de Regressão Linear Simples, se buscou avaliar o efeito que o grau de integração das diferentes configurações urbanas – mensurado por variáveis configuracionais tradicionais e variáveis topo-geométricas – teria sobre o tempo médio despendido nesses deslocamentos. Os resultados encontrados sugerem que existe baixo potencial para a aplicação das medidas topológicas mais tradicionais em estudos acerca dos efeitos da configuração viária sobre o desempenho do transporte urbano, que este potencial pode ser largamente ampliado ao se utilizar medidas topo-geométricas para caracterização da configuração urbana e que sistemas viários mais integrados e mais compactos – em termos topológicos e geométricos – tendem a proporcionar uma configuração urbana mais eficiente para o desempenho do transporte urbano motorizado com menores tempos de deslocamento.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_188.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24431
82,DP 0189 - Quantifying Urban Centrality: A Simple Index Proposal And International Comparison,"Rafael Henrique Moraes Pereira, Vanessa Nadalin, Leonardo Monasterio e Pedro Henrique Melo Albuquerque","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This study introduces a new measure of urban centrality. It identifies distinct urban structures from different spatial patterns of jobs and resident population. The proposed urban centrality index constitutes an extension of the spatial separation index (MIDELFART-KNARVIK et al., 2000). It is suggested that urban structure should be more accurately analyzed by considering a centrality scale (varying from extreme monocentricity to extreme polycentricity) rather than a binary variable (monocentric or polycentric). The proposed index controls for differences in size and shape of the geographic areas for which data is available, and can be calculated using different variables, such as employment and population densities and trip generation rates. The properties of the index are illustrated in simulated artificial data sets. Simulation results for hypothesized urban forms are compared to other similar measures proposed by previous literature. The index is then applied to the urban structure of four different metropolitan areas: Pittsburgh and Los Angeles in the United States; São Paulo, Brazil; and Paris, France, The index is compared to other traditional spatial agglomeration measures, such as global and local Moran’s I, and density gradient estimations.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_189.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24433
