,Link,PDF Links,Título,Autores,Data Publicação,Publicação Mãe,Autor
58,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38696,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/211125_bmt72_economia_solidaria_a3_2.pdf,AS COOPERATIVAS NO BRASIL EM 2017,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 72,"Clician do Couto Oliveira, Dione Conceição de Oliveira"
59,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38696,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/211125_bmt72_economia_solidaria_a4_2.pdf,A INTERNACIONALIZAÇÃO DA ECONOMIA SOCIAL E SOLIDÁRIA NO ÂMBITO DA ORGANIZAÇÃO DAS NAÇÕES UNIDAS: UMA BREVE RETROSPECTIVA,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 72,Leandro Pereira Morais
60,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_apresentacao.pdf,APRESENTAÇÃO,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Elaine Cristina Licio, André Luis Nogueira da Silva, Catarina Ianni Segatto, Sandra Gomes, Pedro Palotti"
61,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_nota_pesquisa.pdf,NOTAS DE PESQUISA,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Rogerio Schlegel, Diogo Ferrari, Marta Arretche"
62,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_1.pdf,QUAL A IMPORTÂNCIA DOS ESTADOS NA PERCEPÇÃO DOS BRASILEIROS,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Rogerio Schlegel, Diogo Ferrari, Marta Arretche"
63,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_2.pdf,GOVERNOS ESTADUAIS NA EXECUÇÃO DAS POLÍTICAS SOCIAIS: SAINDO DE CENA?,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Elaine Cristina Licio, Pedro Palotti, Aerica de Figueiredo Pereira Meneses, Pedro Arthur de Miranda Marques Pontes"
64,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_3.pdf,CONSELHOS E REGIMES DE NORMATIZAÇÃO ESTADUAL NO BRASIL: EVIDÊNCIAS COM BA SE NA ÁREA DE PATRIMÔNIO HISTÓRICO,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Adrian Gurza Lavalle, Hellen Guicheney, Carla de Paiva Bezerra"
65,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_4.pdf,EQUALIZAÇÃO FISCAL NO BRASIL: DISTORÇÕES E PROPOSTA PARA O CASO DOS ESTADOS,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021",Constantino Cronemberger Mendes
66,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_5.pdf,COMPARAÇÃO DAS DESPESAS ESTADUAIS POR ETAPA DE ENSINO E OS DESAFIOS PARA AVANÇAR NO NOVO FUNDEB,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Ursula Peres, Lauana Simplício Pereira, Cristiane Capuchinho"
67,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_6.pdf,POSSIBILIDADES DE RENOVAÇÃO DO PACTO FEDERATIVO BRASILEIRO: PROCURANDO ALÉM DAS DÍVIDAS ESTADUAIS,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021",Alejandro Angel
68,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_7.pdf,AS REGRAS FISCAIS COMO UM INSTRUMENTO PARA A AUTONOMIA FISCAL DOS GOVERNOS ESTADUAIS,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021",Mônica Mora
69,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_8.pdf,CAPACIDADES ESTATAIS EM TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO DOS ESTADOS E EXCLUSÃO DIGITAL NO BRASIL,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","Manuella Maia Ribeiro, Javiera F. M. Macaya, Fabio Franklin Storino, Luciana Portilho da Silva, Alexandre Fernandes Barbosa, Maria Alexandra Viegas Cortez da Cunha"
70,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_9.pdf,"A ATUAÇÃO DOS ESTADOS NA DIFUSÃO DE POLÍTICAS PÚBLICAS NO BRASIL: A INTERSECÇÃO ENTRE INSTITUIÇÕES, ATORES E IDEIAS",,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021","André Luis Nogueira da Silva, Catarina Ianni Segatto"
71,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38685,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/211123_bapi_artigo_10.pdf,A POSIÇÃO DO GOVERNO ESTADUAL NA BARGANHA FEDERATIVA: UMA CONTRIBUIÇÃO DA TEORIA DOS JOGOS AOS ESTUDOS DA COORDENAÇÃO,,,"Boletim de Análise Político-Institucional nº 30, Novembro 2021",Walkiria Zambrzycki Dutra
72,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_apresenta.pdf,APRESENTAÇÃO,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021","Edmundo Inácio Júnior, Cássio Garcia Ribeiro"
73,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_1.pdf,MECANISMO DA OCDE SOBRE CONDUTA EMPRESARIAL RESPONSÁVEL: EVIDÊNCIAS DO BRASIL E DE PAÍSES-MEMBROS DA OCDE E SUAS IMPLICAÇÕES,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021","Edmundo Inácio Júnior, Cássio Garcia Ribeiro"
74,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_2.pdf,IMPLEMENTAÇÃO DAS DIRETRIZES DA OCDE PARA AS EMPRESAS MULTINACIONAIS NO BRASIL: AVANÇOS E DESAFIOS,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021",Hevellyn Albres
75,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_3.pdf,A COMUNICAÇÃO DO PCN BRASIL: COMO AS ESTRATÉGIAS E OS INSTRUMENTOS DE COMUNICAÇÃO PODEM CONTRIBUIR PARA O AUMENTO DA EFICÁCIA DA AGÊNCIA?,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021",Luíza Mônica Assis da Silva
76,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_4.pdf,UMA AVALIAÇÃO DA PARTICIPAÇÃO DO BRASIL NAS DIRETRIZES DA OCDE PARA CONDUTA RESPONSÁVEL DE EMPRESAS MULTINACIONAIS,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021","Bernardo Mueller, Felipe Roviello"
77,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_5.pdf,QUAIS CONTEÚDOS EMERGEM DAS INSTÂNCIAS ESPECÍFICAS RECEBIDAS PELO PCN BRASIL? REFLEXÕES A PARTIR DE ANÁLISES LEXICAIS,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021",Luíza Mônica Assis da Silva
78,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_6.pdf,"TRATADOS BILATERAIS DE INVESTIMENTO: CONCEITOS, POTENCIAIS IMPACTOS E TENDÊNCIAS FUTURAS 107",,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021",Ignácio Tavares de Araújo Júnior
79,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_7.pdf,O MODELO DE ACORDO DE COOPERAÇÃO E FACILITAÇÃO DE INVESTIMENTOS (ACFI) DO BRASIL E O REGIME INTERNACIONAL DE INVESTIMENTOS: OS CASOS DE ANGOLA E MOÇAMBIQUE,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021","Ana Garcia, Gabriel Torres"
80,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_8.pdf,INVESTIMENTO EXTERNO DIRETO NA AMÉRICA LATINA: O PAPEL DOS ACORDOS DE INVESTIMENTO,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021",Ignácio Tavares de Araújo Júnior
81,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38332,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210804_book_bepi_art_9.pdf,ACORDOS DE INVESTIMENTO E A DIFUSÃO DAS IDEIAS DE RESPONSABILIDADE SOCIAL CORPORATIVA: APONTAMENTOS CRÍTICOS A PARTIR DO MODELO BRASILEIRO,,,"Boletim de Economia e Política Internacional nº 29, Janeiro 2021/Abril 2021","Marina Sanches Wünsch, Fábio Costa Morosini"
82,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210720_brua_24_editorial.pdf,EDITORIAL,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020",Bruno de Oliveira Cruz
83,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210709_brua_24_ensaio_economia_regional_topico.pdf,ENSAIOS EM ECONOMIA REGIONAL,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020",Bruno de Oliveira Cruz
84,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210709_brua_24_ensaio_economia_urbana_topico.pdf,ENSAIOS EM ECONOMIA URBANA,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020","Claudia M. De Cesare, Cintia Estefania Fernandes, Gelson Santos Oliveira, Pedro Humberto B. Carvalho Junior"
85,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210709_brua_24_ensaio_economia_agraamb_topico.pdf,ENSAIOS EM ECONOMIA AGRÍCOLA E AMBIENTAL,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020",José Eustáquio Ribeiro Vieira Filho
86,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210709_brua_24_opinicao_19.pdf,OPINIÃO,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020",Amaro Olímpio Pereira Junior
87,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/214161_BRUA24_21_notas_pequisas_topico.pdf,NOTAS DE PESQUISA,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020","Marco Aurélio Costa, Sara Rebello Tavares"
88,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38249,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/214161_BRUA24_28_Indicadores_21a24.pdf,INDICADORES,,,"Boletim Regional, Urbano e Ambiental nº 24, Julho/Dezembro de 2020",
89,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Apresenta.pdf,APRESENTAÇÃO – DEZ ANOS DA DIEST,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Luseni Aquino, Roberto Rocha C. Pires, Felix Lopez, Bernardo Abreu de Medeiros"
90,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_1.pdf,"DIEST COMO INOVAÇÃO E APRENDIZADO INSTITUCIONAL NO SETOR PÚBLICO BRASILEIRO: ORIGENS, SIGNIFICADOS E POSSIBILIDADADES",,,"Boletim de Análise Político-Institucional nº 29, Junho 2021",José Celso Cardoso Junior
91,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_2.pdf,GESTÃO DA PESQUISA EM THINK TANKS: NOTAS SOBRE A EXPERIÊNCIA RECENTE DA DIEST,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Flávia Schmidt, Janine Mello"
92,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_3.pdf,DEZ ANOS DE PRODUÇÃO DIEST: UM LEVANTAMENTO DA S AGENDA S TEMÁTICAS NA ANÁLISE DE POLÍTICAS PÚBLICAS,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Natália Massaco Koga, Pedro Palotti, Rafael Lins, Isabella Goellner"
93,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_4.pdf,INSTITUIÇÕES E DESENVOLVIMENTO: UMA AVALIAÇÃO DA S CONTRIBUIÇÕES DA DIEST,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Claudio Roberto Amitrano, Maurício Mota Saboya Pinheiro, Luís Carlos Garcia Magalhães"
94,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_5.pdf,ARRANJOS DE IMPLEMENTAÇÃO E ATIVAÇÃO DE CAPACIDAD ES ESTATAIS PARA POLÍTICAS PÚBLICAS: O DESENVOLVIMENTO DE UMA ABORDA GEM ANALÍTICA E SUAS REPERCUSSÕES,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Roberto Rocha C. Pires, Alexandre Gomide"
95,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_6.pdf,GOVERNANÇA E INOVAÇÃO EM POLÍTICAS PÚBLICAS: INTERSECÇÕES DE UMA FÉRTIL AGENDA DE PESQUISA,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021",Pedro Cavalcante
96,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_7.pdf,POR TRÁS DA AÇÃO GOVERNAMENTAL: PANORAMA DA ESTRUTURA E DO FUNCIONALISMO PÚBLICO,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Sheila Barbosa, Tatiana Silva, Felix Lopez"
97,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_8.pdf,FRAGILIZAÇÃO INSTITUCIONAL DO PLANEJAMENTO GOVERNAMENTAL E O DISTANCIAMENTO ENGAJADO DA DIEST/IPEA,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Leandro Freitas Couto, Álvaro Pontes Magalhães Júnior"
98,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_9.pdf,A TRAJETÓRIA DA PARTICIPAÇÃO SOCIAL NO GOVERNO FEDERAL: UMA LEITURA A PARTIR DA PRODUÇÃO BIBLIOGRÁFICA DO IPEA (2010-2020),,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Igor Ferraz da Fonseca, Daniel Pitangueira de Avelino, João Cláudio Basso Pompeu, Joana Luiza Oliveira Alencar, Roberto Rocha C. Pires, Sandro Pereira Silva"
99,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_10.pdf,AGENDA DE FEDERALISMO E RELAÇÕES INTERGOVERNAMENTAIS NA DIEST: NOVAS PERSPECTIVAS TEÓRICAS E TEMÁTICAS,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Paulo de Tarso Frazão Linhares, Roberto Pires Messenberg, Pedro Palotti"
100,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_11.pdf,A AGENDA DE PESQUISAS DA DIEST SOBRE O PODER LEGISLATIVO,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021",Acir Almeida
101,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_12.pdf,DEZ ANOS DE ESTUDOS SOBRE O SISTEMA DE JUSTIÇA BRASILEIRO,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Luseni Aquino, Alexandre Cunha, Bernardo Abreu de Medeiros"
102,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_13.pdf,UMA LINHA DE PESQUISAS SOBRE POLÍTICAS DE DROGAS NO IPEA,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Milena Karla Soares, Maria Paula Santos"
103,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_14.pdf,VIOLÊNCIA E SEGURANÇA PÚBLICA: UMA SÍNTESE DA PRODUÇÃO DA DIEST NOS ÚLTIMOS DEZ ANOS,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Helder Ferreira, Milena Karla Soares"
104,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_15.pdf,CIDADA NIA E A HABITAÇÃO SOCIAL,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021",Rute Imanishi Rodrigues
105,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38079,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/214043_BAPI_29_Artigo_16.pdf,DE VOLTA À QUESTÃO REPUBLICANA,,,"Boletim de Análise Político-Institucional nº 29, Junho 2021","Luseni Aquino, Maria Paula Santos"
106,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210512_bmt%2071_apresentacao.pdf,APRESENTAÇÃO,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Guilherme A. P. Jacob, Pedro Luis do Nascimento Silva"
107,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210520_bmt_analise_de_mercado_71.pdf,ANÁLISE DO MERCADO DE TRABALHO,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Guilherme A. P. Jacob, Pedro Luis do Nascimento Silva"
108,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210512_bmt_71_nota_tecnica_a1.pdf,"ESTIMAÇÃO DE FLUXOS OCUPACIONAIS BRUTOS COM A PNAD CONTÍNUA, COMPENSANDO A NÃO-RESPOSTA E CONSIDERANDO O PLANO AMOSTRAL",,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Guilherme A. P. Jacob, Pedro Luis do Nascimento Silva"
109,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210512_bmt_71_nota_tecnica_a2.pdf,O TRABALHO EM PLATAFORMAS DIGITAIS E A PANDEMIA DE COVID-19: ANÁLISE DOS DADOS DA PNAD-COVID19 - IBGE,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,Raphael Santos Lapa
110,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210512_bmt_71_nota_tecnica_a3.pdf,DESIGUALDADES NO MERCADO DE TRABALHO E PANDEMIA DA COVID-19,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Joana Simões Costa, Ana Luiza Neves de Holanda Barbosa, Marcos Hecksher"
111,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210602_bmt_71_politica_em_foco_a1.pdf,"SIMPLIFICAÇÃO NORMATIVA TRABALHISTA: O PROCESSO DE REVISÃO, DESBUROCRATIZAÇÃO E CONSOLIDAÇÃO DOS ATOS NORMATIVOS INFRALEGAIS.",,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Bruno Silva Dalcolmo, Daniela Ferreira Cruz e Pic, Luís Felipe Batista de Oliveira, Tatiana Severino de Vasconcelos"
112,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210602_bmt_71_politica_em_foco_a2.pdf,PROGRAMAS FEDERAIS DE MANUTENÇÃO DE EMPREGOS E GARANTIA DE RENDA NO CONTEXTO DA PANDEMIA EM 2020: PANORAMA GERAL DE IMPLEMENTAÇÃO E COBERTURA,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Felipe Russo, Sandro Pereira Silva, Carlos Henrique Corseuil"
113,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210415_bmt 71_economia_solidaria_a1.pdf,"INFORMALIDADE, TRABALHO E ECONOMIA SOLIDÁRIA",,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,Luiz Inácio Gaiger
114,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210415_bmt 71_economia_solidaria_a2.pdf,TECNOLOGIAS SOCIAIS E HABITAÇÃO: ANÁLISE DAS TECNOLOGIAS HABITACIONAIS CERTIFICADAS PELA FUNDAÇÃO BANCO DO BRASIL,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Graziela Zucoloto, Larissa Pereira, Leonardo Szigethy"
115,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210415_bmt 71_economia_solidaria_a3.pdf,A ECONOMIA SOLIDÁRIA NA PARAÍBA: AS FINANÇAS SOLIDÁRIAS COMO INSTRUMENTO DE CRESCIMENTO LOCAL SUSTENTÁVEL,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,"Daniel Pereira dos Santos, Paulo Sérgio dos Santos"
116,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37863,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/mercadodetrabalho/210415_bmt 71_economia_solidaria_a4.pdf,ECONOMIA SOLIDÁRIA E OBTENÇÃO DE CRÉDITO: UMA CONTRIBUIÇÃO PROPOSITIVA À LUZ DO PRESENTE,,,Boletim Mercado de Trabalho - Conjuntura e Análise nº 71,
117,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_apresentacao.pdf,APRESENTAÇÃO,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Leandro Freitas Couto, Sheila Cristina Tolentino Barbosa"
118,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_1.pdf,PLANO PLURIANUAL 2016-2019: REALISMO E ADERÊNCIA,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Constantino Cronemberger Mendes, Thiago Silva e Souza, Welles Matias de Abreu"
119,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_2.pdf,AS METAS DO PLANO PLURIANUAL 2016-2019 DIANTE DAS PRIORIDADES DOS ORÇAMENTOS ANUAIS: UMA ANÁLISE A PARTIR DAS LEIS DE DIRETRIZES ORÇAMENTÁRIAS,,,"Boletim de Análise Político-Institucional nº 28, abril 2021",Leandro Freitas Couto
