Título,Link,Tipo,Data da Publicação
,,,
Research For Trade In Services Between China And Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37762,,
,,,
Impact Assessment Of A China-Brazil Free Trade Agreement Tariffs On Goods,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37761,,
,,,
"Boletim de Análise Político-Institucional nº 28, abril 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,,
,,,
"Nota Técnica - 2021 - Abril - Número 23- Dirur - Novo Modelo de Contrato de Mobilidade Urbana: Como Gerar Receita, Aumentar Uso e Reduzir Custos de Transporte Público Urbano",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37754,,
,,,
TD 2643 -Variações na Renda Real não Captadas pelo PIB: decomposição em efeito termos de troca e efeito preços relativos entre comerciáveis e não comerciáveis – Brasil (1948-2018),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37755,,
,,,
TD 2640 - Tendências Regionais da Indústria Brasileira no Século XXI,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37759,,
,,,
TD 2642 -Aspectos Socioeconômicos da Covid-19: evidências dos trabalhadores formais do estado do Rio de Janeiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37742,,
,,,
TD 2639 - Uma Análise do Financiamento Indireto do BNDES por Meio de Agentes Financeiros: o caso das empresas de engenharia e de construção no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37725,,
,,,
TD 2638 - Desenvolvimento da Agricultura de Baixo Carbono no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37723,,
,,,
TD 2637 - Universidades Federais na Pandemia da Covid-19: A Falta de Acesso à Internet Interdita Mesmo o Ensino?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37708,,
,,,
TD 2636 - Crescimento Econômico e a Associação Espacial de Clusters Municipais no Estado de Goiás: 2002-2016,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37705,,
,,,
"Políticas Sociais - acompanhamento e análise nº 28, 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37679,,
,,,
Publicação Preliminar - 2021 - Março - Mapeamento de 15 Instrumentos de Avaliação dos Investimentos Externos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37675,,
,,,
Publicações - PPE - volume 50 - número 2,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37673,,
,,,
TD 2635 - Ecossistema Ágil de Inovação no Setor Agropecuário Brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37670,,
,,,
"Boletim de Análise Político-Institucional nº 27, março 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,,
,,,
Nota Técnica - 2021 - Março - Número 48 - Diest - Remunerações dos servidores civis ativos do Executivo federal (1999-2020),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37628,,
,,,
Nota Técnica - 2021 - Março - Número 93 - Disoc - A nova relação entre o Tesouro Nacional (TN) e o Banco Central do Brasil (BCB): Uma discussão sobre as condições que permitiram a transferência da Reserva de Resultado (RR),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37627,,
,,,
TD 2633 - Vida: simulando violência doméstica em tempos de quarentena,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37625,,
,,,
"Tempo do Mundo, Número 24 - Dezembro 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37622,,
,,,
Projeto Governança Metropolitana no Brasil - O Processo de Contratação e Elaboração do Plano de Desenvolvimento Urbano Integrado da Região Metropolitana do Recife - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37612,,
,,,
TD 2634 - Indutores do Gasto Direto do Ministério da Saúde em Medicamentos (2010-2019),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37611,,
,,,
"Boletim de Análise Político-Institucional nº 26, março 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,,
,,,
Publicação Preliminar - 2021 - Março - Remunerações dos servidores civis ativos do Executivo federal (1999-2020),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37578,,
,,,
"TD 2629 - Democracia Digital e Pesquisa Empírica no Brasil: metodologias, instrumentos e abordagens do campo",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37576,,
,,,
TD 2631 - Expansão da Educação Superior e Progressividade do Investimento Público,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37570,,
,,,
TD 2632 - Educação no Meio Rural: diferenciais entre o rural e o urbano,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37571,,
,,,
Publicação Preliminar - 2021 - Fevereiro - Transição Energética e Potencial de Cooperação Nos BRICS em Energias Renováveis e Gás Natural,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37566,,
,,,
"TD 2628 - Agências de Promoção de Investimento: papel, funções, atividades e definição de estratégias",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37561,,
,,,
TD 2630 - Contrabando de Agrotóxicos no Brasil: o perigo é real? Uma análise com base em laudos periciais de produtos apreendidos (2008-2018),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37563,,
,,,
DP 0255 - ‘Robin Hood in Reverse’: persistence and barriers to redistributive fiscal policy,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37564,,
,,,
"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,,
,,,
"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,,
,,,
Projeto Governança Metropolitana no Brasil - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana do Rio de Janeiro - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37532,,
,,,
"Boletim Regional, Urbano e Ambiental nº 23, Edição Especial - Agricultura 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37530,,
,,,
Publicação Preliminar - 2021 - Fevereiro - Cor ou Raça do Serviço Civil Ativo do Executivo Federal (1999-2020),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37508,,
,,,
Publicações - PPP - número 56,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37496,,
,,,
Carta de Conjuntura - 2021 - 1º Trimestre - nº 50,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37494,,
,,,
Nota Técnica - 2021 - Fevereiro - Número 92 - Disoc - Comportamento do mercado de trabalho brasileiro em duas recessões: análise do período 2015-2017 e da pandemia de Covid-19,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37491,,
,,,
Nota Técnica - 2021 - Fevereiro - Número 80- Diset - Compras Públicas de Inovações Segundo o Texto Final do PL No 4.253/2020,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37490,,
,,,
Nota Técnica - 2021 - Janeiro - Número 21- Dirur - Oito Meses de Pandemia no Brasil: Medidas Para o Enfrentamento Federativo e Perspectivas Com as Vacinas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37462,,
,,,
Nota Técnica - 2021 - Janeiro - Número 22- Dirur - Pandemia e Fronteiras: Oito Meses em Evolução no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37456,,
,,,
"DP 0254 - Brazil’s Participation in United Nations Peacekeeping Operations: evolution, challenges, and opportunities",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37455,,
,,,
TD 2627 - Determinantes do Custo de Comércio Bilateral,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37453,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana de Belém - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37452,,
,,,
TD 2626 - Implicações do Mecanismo da OCDE de Conduta Empresarial Responsável sobre a Governança e o Modo de Atuação das EMNs,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37451,,
,,,
Nota Técnica - 2021 - Janeiro - Número 47- Diest - Mobilização da Academia Em Instâncias Colegiadas Durante Crise da Covid-19: Mapeamento das Experiências nos Estados Brasileiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37446,,
,,,
Nota Técnica - 2021 - Janeiro - Número 42 - Diest - Dez Anos de Recrutamento na Magistratura Trabalhista Brasileira (2007-2016),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37445,,
,,,
TD 2625 - Distribuição Territorial dos Desembolsos do BNDES para a Indústria e a Infraestrutura entre 2000 e 2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37448,,
,,,
Nota Técnica - 2021 - Janeiro - Número 32- Dinte - Análise dos Dados Preliminares do Comércio Mundial em 2020,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37443,,
,,,
Publicações - PPP - número 55,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37442,,
,,,
Nota Técnica - 2021 - Janeiro - Número 31- Dinte - A Segunda Onda da Pandemia (Mas Não do Distanciamento Físico): Covid-19 E Políticas de Distanciamento Social dos Governos Estaduais no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37437,,
,,,
"Nota Técnica - 2021 - Janeiro - Número 91 - Disoc - Filhos""Cuidados"" Pelo Estado: O que nos Informa o Relatório do Ipea Sobre o Reordenamento dos Serviços de Acolhimento de Crianças e Adolescentes",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37434,,
,,,
"TD 2624 - Democracia digital: mapeamento de experiências em dados abertos, governo digital e ouvidorias públicas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37385,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas - Região Metropolitana de Porto Alegre - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37374,,
,,,
Relatório de Pesquisa - Região Metropolitana do Vale do Paraíba e Litoral Norte - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37373,,
,,,
Relatório de Pesquisa - A Construção do Urbano-Territorial na Amazônia - Entendimentos práticos de Manaus e sua Região Metropolitana - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37372,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana de Goiânia - Componente C,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37371,,
,,,
Relatório de Pesquisa - A Elaboração do Plano de Desenvolvimento Urbano Integrado da Região Metropolitana da Baixada Santista - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37370,,
,,,
Relatório de Pesquisa - Notas Sobre os Antecedentes da Gestão Metropolitana na RM do Vale do Rio Cuiabá - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37369,,
,,,
Relatório de Pesquisa - O Plano de Desenvolvimento Integrado da Região Metropolitana do Vale do Rio Cuiabá e a Reestruturação da Região Metropolitana - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37368,,
,,,
Relatório de Pesquisa - A Situação do Processo de Elaboração do Plano do Desenvolvimento Urbano Integrado da Região Metropolitana de Salvador - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37367,,
,,,
Relatório de Pesquisa - Identificação das Fontes e Soluções de Financiamento Para o Desenvolvimento Urbano-Metropolitano da Região Metropolitana de Belo Horizonte - Componente C,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37366,,
,,,
Nota Técnica - 2021 - Janeiro - Número 26 - Dinte - China: Importação dos Principais Subsetores do Agronegócio e o Market-Share Brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37365,,
,,,
TD 2622 - Financiamento de Campanha e Lobbying Empresarial nas Comissões Permanentes da Câmara dos Deputados,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37361,,
,,,
TD 2623 - Os Impactos das Transferências Intergovernamentais nos Incentivos Orçamentários dos Municípios Brasileiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37362,,
,,,
Nota Técnica - 2021 - Janeiro - Número 79 - Diset - Implementação da Tecnologia 5G no Contexto da Transformação Digital e Indústria 4.0,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37360,,
,,,
DP 0253 - Are Fiscal VAR’s Non-Fundamentalness Easily Reversible Through the Addition of Informative Variables?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37359,,
,,,
"Imigração Venezuela-Roraima: Evolução, Impactos e Perspectivas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37355,,
,,,
Relatório de Pesquisa - Identificação das Fontes e Soluções de Financiamento Para o Desenvolvimento Urbano-Metropolitano da Região Metropolitana de Salvador - Componente C,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37352,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana de Goiânia - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37351,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana de Belo Horizonte - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37350,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana de Salvador - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37349,,
,,,
Relatório de Pesquisa - Identificação das Fontes e Soluções de Financiamento Para o Desenvolvimento Urbano-Metropolitano da RIDE-DF - Componente C,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37348,,
,,,
"Relatório de Pesquisa - O Processo de Contratação, Elaboração e Implementação dos Planos de Desenvolvimento Urbano Integrado - Componente B",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37346,,
,,,
Relatório de Pesquisa - Processo de Evolução dos Instrumentos de Gestão na Busca Por Uma Relação Interfederativa - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37345,,
,,,
Relatório de Pesquisa - Identificação das Fontes e Soluções de Financiamento para o Desenvolvimento Urbano-Metropolitano da Região Metropolitana da Grande São Luís - Componente C,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37344,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na RIDE-DF - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37343,,
,,,
Relatório de Pesquisa - O Planejamento Metropolitano na RM de Belo Horizonte - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37342,,
,,,
Relatório de Pesquisa - O Processo de Elaboração e os Esforços de Implementação do PDUI da Região Metropolitana de Vitória - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37341,,
,,,
Relatório de Pesquisa - O PDUI da Região Metropolitana do Rio de Janeiro - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37340,,
,,,
Relatório de Pesquisa - As Dificuldades de Governança na Região Metropolitana de Natal/RN - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37339,,
,,,
Relatório de Pesquisa - Identificação e Caracterização das Relações Interfederativas na Região Metropolitana da Grande Vitória - Componente A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37338,,
,,,
Relatório de Pesquisa - O Processo de Elaboração do Plano Diretor de Desenvolvimento Integrado da Região Metropolitana da Grande São Luís - Componente B,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37337,,
,,,
TD 2621 - A Relação entre o Crescimento Econômico e as Desigualdades Regionais no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37334,,
,,,
Perfil das Organizações Sociais e Organizações da Sociedade Civil de Interesse Público em Atividade no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37299,,
,,,
TD 2620 - Dimensionando o Mercado para Hipoteca Reversa no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37296,,
,,,
Avaliação de Políticas Públicas no Brasil: uma análise das políticas de defesa da concorrência - Volume 5,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37288,,
,,,
Nota Técnica - 2020 - Dezembro - Número 45 - Diest - Seletividades no 1º Concurso Público Nacional Unificado da Magistratura do Trabalho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37275,,
,,,
Nota Técnica - 2020 - Dezembro - Número 44- Diest - Análise do Modelo de Seleção e Recrutamento do I Concurso Público Nacional Unificado para Ingresso na Carreira da Magistratura do Trabalho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37276,,
,,,
Dimensionamento de Gastos das Instituições da Administração Pública Federal na Cooperação Brasileira para o Desenvolvimento Internacional: COBRADI 2017-2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37258,,
,,,
TD 2619 - O que Informa as Políticas Públicas: Survey Sobre o Uso e o Não Uso de Evidências pela Burocracia Federal Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37256,,
,,,
"Nota Técnica - 2020 - Dezembro - Número 30- Dinte - Gana: Economia, Comércio Internacional, Investimentos e Relações com o Brasil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37255,,
,,,
Nota Técnica - 2020 - Dezembro - Número 29- Dinte - Intensidade e Estrutura de Medidas Não Tarifárias Sobre as Importações Brasileiras no Triênio 2016-2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37254,,
,,,
Carta de Conjuntura - 2020 - 4º Trimestre - nº 49,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37252,,
,,,
"Reformas do Estado no Brasil: Trajetórias, Inovações e Desafios",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37248,,
,,,
"Dinâmicas da Economia Solidária no Brasil: organizações econômicas, representações sociais e políticas públicas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37244,,
,,,
Nota Técnica - 2020 - Dezembro - Número 28 - Dinte - Panorama das Medidas Não Tarifárias do Mercosul e União Europeia: Uma Análise Comparativa,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37219,,
,,,
"Boletim Regional, Urbano e Ambiental nº 22, Janeiro/Junho 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37206,,
,,,
Radar - 2020 - dezembro - Nº 64,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37182,,
,,,
Nota Técnica - 2020 - Novembro - Número 19- Dirur - Uma Análise da Produtividade da Indústria Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37175,,
,,,
Nota Técnica - 2020 - Dezembro - Número 27- Dinte - Instrumentos de Avaliação do Investimento Externo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37174,,
,,,
TD 2618 - Regime Gerencial e Integridade em Organizações,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37171,,
,,,
TD 2617 - Intensidade e Estrutura de Medidas Não Tarifárias sobre as Importações Brasileiras no Triênio 2016-2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37164,,
,,,
TD 2616 - Orçamento Cultural Para Quê? Pacto federativo e fortalecimento do Sistema Nacional de Cultura,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37163,,
,,,
"Boletim de Análise Político-Institucional nº 24, novembro 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,,
,,,
Nota Técnica - 2020 - Novembro - Número 20 - Dirur - Contribuição das conferências das cidade para a construção da política nacional de desenvolvimento urbano,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37155,,
,,,
"Tempo do Mundo, Número 23 - Agosto - 2020",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37152,,
,,,
"Nota Técnica - 2020 - Novembro - Número 43 - Diest - I Concurso Público Nacional Unificado Para Ingresso na Carreira da Magistratura do Trabalho: Notas Sobre Vagas Reservadas, Candidatos com Condições Especiais e Com Isenção de Inscrição",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37151,,
,,,
Uma jornada pelos contrastes do Brasil : cem anos do Censo Agropecuário,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37147,,
,,,
Nota Técnica - 2020 - Novembro - Número 77 - Diset - Usinas Heliotérmicas Híbridas: Integração de CSP com Outros Recursos Energéticos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37094,,
,,,
TD 2612 - Línguas Naturais E Máquinas Artificiais: aplicação de técnicas de mineração de texto para a classificação de sentenças judiciais brasileiras,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37082,,
,,,
TD 2611 - Previsão de Homicídios no Brasil: proposta de variável antecedente,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37083,,
,,,
TD 2615 - O Setor Farmacêutico no Brasil sob as Lentes da Conta-satélite de Saúde,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37084,,
,,,
Nota Técnica - 2020 - Novembro - Número 78 - Diset - Gerando Famílias Artificiais Intraurbanas: Censo 2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37073,,
,,,
TD 2614 - Saneamento no Brasil: proposta de priorização do investimento público,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37061,,
,,,
TD 2608 - Produção de Trigo no Brasil: indicadores regionais e políticas públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37062,,
,,,
"TD 2613 - Políticas de Crédito, Seguro e Preços Mínimos na Triticultura Brasileira",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37063,,
,,,
Beijing+20: avanços e desafios no Brasil contemporâneo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37040,,
,,,
"Nota Técnica - 2020 - Novembro - Número 46 - Diest - Trabalho, População Negra e Pandemia: Notas Sobre os Primeiros Resultados da PNAD Covid-19",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37037,,
,,,
"TD 2607 - O Grau de Heterogeneidade da Estrutura Agrícola da Região Centro-Oeste Segundo os Censos Agropecuários 1995, 2006 e 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37025,,
,,,
TD 2610 - Distribuição de Renda nos Anos 2010: Uma Década Perdida para Desigualdade e Pobreza,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37022,,
,,,
TD 2609 - Dimensionamento e Comportamento dos Gastos Ambientais do Governo Federal: 2001 a 2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37020,,
,,,
Nota Técnica - 2020 - Novembro - Número 76 - Diset - Chances de Óbito por Covid-19 Entre Os Trabalhadores Formais: Evidências do Estado do Rio de Janeiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36977,,
,,,
Boletim Mercado de Trabalho - Conjuntura e Análise nº 70,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36978,,
,,,
TD 2606 - Execução do Programa de Aquisição de Alimentos nos Municípios Brasileiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36956,,
,,,
TD 2603 - Uma Investigação sobre a Minero-Dependência em Brumadinho-MG: as metáforas do processo de formação e da dinâmica econômica local,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36957,,
,,,
TD 2605 -A Inclusão Produtiva como Eixo de Política de Proteção Social: contexto latino-americano e questões para a realidade brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36958,,
,,,
TD 2604 -Antagonismo Cooperativo na Provisão de Cuidado a Usuários de Drogas no Distrito Federal: conflitos e parcerias entre CAPS AD e CT,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36927,,
,,,
TD 2602 - A Convenção Da Organização dos Estados Americanos para as Pessoas com Deficiência e as Políticas Federais Brasileiras: indicadores de monitoramento e ações do governo federal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36922,,
,,,
TD 2601 -Gestão Comunitária da Água: soluções e dificuldades do saneamento rural no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36882,,
,,,
DP 0252 -Brazilian Nuclear-Powered Submarine: national defense and technological externalities,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36881,,
,,,
História das Políticas Regionais no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36834,,
,,,
"Nota Técnica - 2020 - Outubro - Número 90 - Disoc - A Nova Metodologia de Reajuste dos Planos de Saúde Medirá os Custos, os Preços e a Eficiência das Operadoras?",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36779,,
,,,
Tossd From a Brazilian Perspective,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36805,,
,,,
TD 2594 - A Orientação Locacional da Indústria Paulista no Território Brasileiro Entre 1995 e 2015: desconcentração concentrada e reforço do polígono industrial,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36792,,
,,,
TD 2600 - Defensores Públicos no Brasil: perfis sociais e trajetórias laborais nas décadas de 2000/2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36756,,
,,,
TD 2597 - O Carrossel Burocrático nos Cargos de Confiança: análise de sobrevivência dos cargos de direção e assessoramento superior do Executivo federal brasileiro (1999-2017),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36739,,
,,,
"TD 2598 - Os Médicos, a Saúde Como Completo Bem-Estar e a Questão do Desenvolvimento",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36737,,
,,,
"TD 2593 - A Questão da Desigualdade no Brasil: Como Estamos, Como a População Pensa e o que Precisamos Fazer",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36719,,
,,,
Refúgio no Brasil: integração de refugiados e solicitantes de refúgio em Brasília (2019),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36718,,
,,,
TD 2599- Mapeando o Debate Sobre o Sistema Nacional de Educação: o Que Dizem as Propostas Sobre a Criação de uma Nova Instância de Pactuação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36720,,
,,,
Publicações - PPP - número 54,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36683,,
,,,
TD 2595 - Controle Externo e Policy Making? Uma análise da atuação do TCU na administração pública federal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=36677,,
,,,
